Date,Gross_Return,Net_Return,Cumulative_Gross,Cumulative_Net
2022-07-06,0.0,0.0,0.807209647900139,0.7985334247057653
2022-07-07,0.0,0.0,0.807209647900139,0.7985334247057653
2022-07-08,0.0,0.0,0.807209647900139,0.7985334247057653
2022-07-11,0.0,0.0,0.807209647900139,0.7985334247057653
2022-07-12,0.0,0.0,0.807209647900139,0.7985334247057653
2022-07-13,0.0,0.0,0.807209647900139,0.7985334247057653
2022-07-14,0.0,0.0,0.807209647900139,0.7985334247057653
2022-07-15,0.0,0.0,0.807209647900139,0.7985334247057653
2022-07-18,0.0,0.0,0.807209647900139,0.7985334247057653
2022-07-19,0.0,0.0,0.807209647900139,0.7985334247057653
2022-07-20,0.0,0.0,0.807209647900139,0.7985334247057653
2022-07-21,0.01512235768197745,0.01312235768197745,0.819416560920028,0.8090120659257687
2022-07-22,-0.014253050198230272,-0.015586383531563606,0.8077373755439736,0.796402493584587
2022-07-25,-0.007910085648898835,-0.007910085648898835,0.801348103721604,0.7901028816493364
2022-07-26,-0.02928480436273987,-0.02928480436273987,0.7778807812776644,0.7669648733337986
2022-07-27,0.04394422958195798,0.04261089624862465,0.812064152917523,0.7996459339777646
2022-07-28,0.007200429489022331,0.007200429489022331,0.8179113635911681,0.8054037281415548
2022-07-29,0.05069098857789033,0.049357655244557,0.8593720991806947,0.8451565676878465
2022-08-01,-0.004205791945416593,-0.004205791945416593,0.8557577589278448,0.841602015002849
2022-08-02,-0.009948880045675068,-0.009948880045675068,0.8472439276361159,0.8332290175093873
2022-08-03,0.035345403514012455,0.035345403514012455,0.8771901061332111,0.8626798333528407
2022-08-04,0.008037414415907846,0.008037414415907846,0.8842404465377379,0.8696135486817438
2022-08-05,-0.00704351898477884,-0.00804351898477884,0.87801228216544,0.8626187955935013
2022-08-08,-0.021228559043959566,-0.021228559043959566,0.8593733465921692,0.8443066415588153
2022-08-09,-0.01092541827898369,-0.01092541827898369,0.8499843333228397,0.8350822383440613
2022-08-10,0.036231720486317454,0.036231720486317454,0.8807807281055418,0.8653387045868316
2022-08-11,-0.008691001685205507,-0.008691001685205507,0.87312586131328,0.8578180444469938
2022-08-12,0.025475637977173893,0.025475637977173893,0.8953692996646052,0.8796715063976127
2022-08-15,0.006591247658759514,0.006591247658759514,0.9012709004647447,0.8854696391546334
2022-08-16,-9.456358212683869e-05,-9.456358212683869e-05,0.9011856730599301,0.8853859059736904
2022-08-17,-0.010294436020443887,-0.010294436020443887,0.891908474806074,0.8762713574112415
2022-08-18,0.004764307064668266,0.004764307064668266,0.8961578006536302,0.8804461832299224
2022-08-19,-0.026694151041734088,-0.026694151041734088,0.8722356289657539,0.8569434198306646
2022-08-22,-0.03357239255425923,-0.03357239255425923,0.8429525920303044,0.8281737789433201
2022-08-23,0.0012215975753550878,0.0012215975753550878,0.8439823408728679,0.82918547402365
2022-08-24,0.0007941023733470942,0.0007941023733470942,0.8446525492528181,0.8298439321765171
2022-08-25,0.02303754013880177,0.02303754013880177,0.864111266259571,0.8489614950729746
2022-08-26,-0.05403306768952296,-0.05403306768952296,0.8174206837184882,0.8030895011438979
2022-08-29,-0.014982404701899099,-0.014982404701899099,0.8051737562233147,0.7910572892259137
2022-08-30,-0.013267032400825385,-0.013267032400825385,0.7944914899112057,0.7805623065388444
2022-08-31,-0.013935947663267167,-0.013935947663267167,0.7834194980888919,0.7696844310869999
2022-09-01,-0.016938847073244112,-0.016938847073244112,0.7701492750165665,0.7566468642141603
2022-09-02,-0.013377761442803837,-0.013377761442803837,0.7598464017400465,0.7465246229682576
2022-09-06,-0.010876254464413065,-0.010876254464413065,0.751582118920853,0.7384052312049048
2022-09-07,0.018470888857365975,0.018470888857365975,0.7654645087066236,0.7520442321621882
2022-09-08,-0.0017753528872622344,-0.002775352887262234,0.7641055390809945,0.749957044031108
2022-09-09,0.022797256473545392,0.022797256473545392,0.7815250490282807,0.7670540071080272
2022-09-12,0.02355010693725812,0.02355010693725812,0.7999300475070426,0.7851182110020736
2022-09-13,-0.06141104924309411,-0.06141104924309411,0.7508055039685569,0.7369032778845752
2022-09-14,0.008036526007844472,0.008036526007844472,0.7568393719280331,0.7428254202425605
2022-09-15,-0.018294217793181466,-0.0196275511265148,0.742993587623527,0.7282455763286748
2022-09-16,-0.016368565268757795,-0.016368565268757795,0.7308318485902427,0.7163252410808548
2022-09-19,0.017115206726298515,0.017115206726298515,0.7433401867610276,0.7285852956652192
2022-09-20,-0.019813903001303257,-0.02181390300130326,0.728611716403574,0.7126920066974023
2022-09-21,0.0,-0.002,0.728611716403574,0.7112666226840075
2022-09-22,0.0,0.0,0.728611716403574,0.7112666226840075
2022-09-23,0.0,0.0,0.728611716403574,0.7112666226840075
2022-09-26,0.0,0.0,0.728611716403574,0.7112666226840075
2022-09-27,0.0,0.0,0.728611716403574,0.7112666226840075
2022-09-28,0.0,0.0,0.728611716403574,0.7112666226840075
2022-09-29,0.0,0.0,0.728611716403574,0.7112666226840075
2022-09-30,0.0,0.0,0.728611716403574,0.7112666226840075
2022-10-03,0.0,0.0,0.728611716403574,0.7112666226840075
2022-10-04,0.0,0.0,0.728611716403574,0.7112666226840075
2022-10-05,0.0,0.0,0.728611716403574,0.7112666226840075
2022-10-06,0.0,0.0,0.728611716403574,0.7112666226840075
2022-10-07,0.0,0.0,0.728611716403574,0.7112666226840075
2022-10-10,0.0,0.0,0.728611716403574,0.7112666226840075
2022-10-11,0.0,0.0,0.728611716403574,0.7112666226840075
2022-10-12,0.0,0.0,0.728611716403574,0.7112666226840075
2022-10-13,0.0,0.0,0.728611716403574,0.7112666226840075
2022-10-14,0.0,0.0,0.728611716403574,0.7112666226840075
2022-10-17,0.0,0.0,0.728611716403574,0.7112666226840075
2022-10-18,0.0,0.0,0.728611716403574,0.7112666226840075
2022-10-19,0.0,0.0,0.728611716403574,0.7112666226840075
2022-10-20,0.0,0.0,0.728611716403574,0.7112666226840075
2022-10-21,0.0,0.0,0.728611716403574,0.7112666226840075
2022-10-24,0.0,0.0,0.728611716403574,0.7112666226840075
2022-10-25,0.0,0.0,0.728611716403574,0.7112666226840075
2022-10-26,0.0,0.0,0.728611716403574,0.7112666226840075
2022-10-27,0.0,0.0,0.728611716403574,0.7112666226840075
2022-10-28,0.0,0.0,0.728611716403574,0.7112666226840075
2022-10-31,0.0,0.0,0.728611716403574,0.7112666226840075
2022-11-01,0.0,0.0,0.728611716403574,0.7112666226840075
2022-11-02,0.0,0.0,0.728611716403574,0.7112666226840075
2022-11-03,0.0,0.0,0.728611716403574,0.7112666226840075
2022-11-04,0.0,0.0,0.728611716403574,0.7112666226840075
2022-11-07,0.0,0.0,0.728611716403574,0.7112666226840075
2022-11-08,0.0,0.0,0.728611716403574,0.7112666226840075
2022-11-09,0.0,0.0,0.728611716403574,0.7112666226840075
2022-11-10,0.0,0.0,0.728611716403574,0.7112666226840075
2022-11-11,0.036634861502234495,0.03463486150223449,0.7553043057229243,0.7359012436518302
2022-11-14,-0.0019599152586684543,-0.0019599152586684543,0.7538239732891999,0.7344589395755239
2022-11-15,0.022768059948776953,0.022768059948776953,0.7709870827038736,0.7511811447416945
2022-11-16,-0.04536207206157261,-0.04536207206157261,0.7360135110997189,0.7171060115226272
2022-11-17,-0.01464480274768687,-0.01464480274768687,0.725234738410031,0.7066041354346979
2022-11-18,-0.017095146317545606,-0.017095146317545606,0.7128367444423447,0.694524634350859
2022-11-21,-0.005970619870121818,-0.005970619870121818,0.7085806672118242,0.6903778917687147
2022-11-22,0.030866522234157423,0.02886652223415742,0.730452088131012,0.7103067005314271
2022-11-23,0.017958698609557122,0.017958698609557122,0.7435700570304784,0.7230628844866198
2022-11-25,-0.017333529552181648,-0.017333529552181648,0.7306813634728232,0.7105296526102852
2022-11-28,-0.026746094116331554,-0.026746094116331554,0.7111384909563296,0.6915257596491262
2022-11-29,-0.016513389063962602,-0.016513389063962602,0.6993951843768085,0.6801063257322879
2022-11-30,0.0823792632735112,0.08037926327351119,0.7570108444028115,0.7347727711423039
2022-12-01,0.005381801369618577,0.0033818013696185773,0.7610849264020346,0.7372576267061113
2022-12-02,-0.005730298977402848,-0.007063632310736182,0.7567236822265563,0.7320499099127733
2022-12-05,-0.01421509756162346,-0.01421509756162346,0.7459667812565148,0.7216437490233856
2022-12-06,-0.02772723772432158,-0.02772723772432158,0.7252831829781684,0.7016345612419435
2022-12-07,-0.0028417382894428598,-0.0028417382894428598,0.7232221179864103,0.6996406994440657
2022-12-08,0.029868800520641337,0.029868800520641337,0.7448238951606622,0.7205381279318824
2022-12-09,-0.007074384908076954,-0.007074384908076954,0.7395547242375624,0.7154407638739471
2022-12-12,0.02556303272503039,0.02556303272503039,0.7584599858551981,0.7337295995336776
2022-12-13,0.01829052599882086,0.01829052599882086,0.772332617945548,0.7471498998500528
2022-12-14,-0.012130416242135917,-0.012130416242135917,0.76296390181249,0.7380866605696014
2022-12-15,-0.03987460477584048,-0.03987460477584048,0.7325410177694838,0.7086557466890686
2022-12-16,-0.018134081171025808,-0.018134081171025808,0.7192570594921461,0.6958049258562952
2022-12-19,-0.017455730876422788,-0.017455730876422788,0.706701901830684,0.6836591423280584
2022-12-20,-0.0023914718426974457,-0.0037248051760307792,0.7050118441312753,0.6811126452160741
2022-12-21,0.01836951415538035,0.01836951415538035,0.7179625691817555,0.6936243535937793
2022-12-22,-0.047974292111540195,-0.047974292111540195,0.683518823162678,0.660348216238793
2022-12-23,-0.0032018629895805284,-0.0032018629895805284,0.6813302895401118,0.6582338717249826
2022-12-27,-0.03938373773421855,-0.03938373773421855,0.6544969561064848,0.6323101615531866
2022-12-28,-0.008137161056264053,-0.008137161056264053,0.6491712089638118,0.627164951931116
2022-12-29,0.03401298402752295,0.03401298402752295,0.6712514589254256,0.6484967034237712
2022-12-30,-0.00209220263061749,-0.00209220263061749,0.669847064857256,0.6471399169149212
2023-01-03,-0.010730255630559016,-0.010730255630559016,0.662659434617958,0.6401959401776853
2023-01-04,-0.006712787554980226,-0.006712787554980226,0.6582111426120644,0.6358984408377117
2023-01-05,-0.03122682483364081,-0.03122682483364081,0.6376572985581669,0.6160413516136872
2023-01-06,0.026712982474841995,0.026712982474841995,0.6546910267995063,0.6324976534431216
2023-01-09,0.03074474563951013,0.03074474563951013,0.6748193358909268,0.6519436329158174
2023-01-10,0.012798901294079235,0.012798901294079235,0.6834562819623309,0.6602877951228103
2023-01-11,0.005782811692506051,0.0037828116925060513,0.6874085809409793,0.6627855395146199
2023-01-12,0.0,-0.002,0.6874085809409793,0.6614599684355907
2023-01-13,0.0,0.0,0.6874085809409793,0.6614599684355907
2023-01-17,0.0,0.0,0.6874085809409793,0.6614599684355907
2023-01-18,0.0,0.0,0.6874085809409793,0.6614599684355907
2023-01-19,0.0,0.0,0.6874085809409793,0.6614599684355907
2023-01-20,0.0,0.0,0.6874085809409793,0.6614599684355907
2023-01-23,0.0,0.0,0.6874085809409793,0.6614599684355907
2023-01-24,0.0,0.0,0.6874085809409793,0.6614599684355907
2023-01-25,0.0,0.0,0.6874085809409793,0.6614599684355907
2023-01-26,0.0,0.0,0.6874085809409793,0.6614599684355907
2023-01-27,0.029434423666173326,0.027434423666173324,0.7076420563441592,0.6796067414478663
2023-01-30,-0.03780082623056635,-0.03780082623056635,0.680892601938853,0.6539170451092741
2023-01-31,0.02261441192256386,0.02261441192256386,0.6962905877141247,0.668704994530561
2023-02-01,0.045776446413133054,0.045776446413133054,0.7281642964905893,0.6993159328788837
2023-02-02,0.055187352599784134,0.055187352599784134,0.7683497562715893,0.7379093278453176
2023-02-03,-0.056183894445436255,-0.056183894445436255,0.7251808746680497,0.6964507080593535
2023-02-06,-0.010051041967048905,-0.011384375300382239,0.7178920512630599,0.6885220518205889
2023-02-07,0.02332024819586135,0.02332024819586135,0.7346334720763505,0.7045785569573688
2023-02-08,-0.009871568633657596,-0.010871568633657595,0.7273814873361667,0.6969186828176034
2023-02-09,-0.007679353418017398,-0.007679353418017398,0.7217956678251891,0.6915667979486279
2023-02-10,-0.01348034162320369,-0.01348034162320369,0.7120656156407571,0.6822442412570153
2023-02-13,0.023604123236451724,0.023604123236451724,0.7288733001847814,0.6983480184050054
2023-02-14,0.0137027980938553,0.0137027980938553,0.7388609038532155,0.7079173403004532
2023-02-15,0.002885817969108556,0.002885817969108556,0.7409931219262268,0.7099602608817357
2023-02-16,-0.025070224967388033,-0.025070224967388033,0.7224162576602492,0.6921613974235251
2023-02-17,-0.015183524030929901,-0.015183524030929901,0.7114474330517303,0.681651948212463
2023-02-21,-0.027198153262957603,-0.027198153262957603,0.6920973767290516,0.6631122740529868
2023-02-22,0.003972872193099303,0.003972872193099303,0.6948469911519755,0.6657467343674748
2023-02-23,0.03919479805498055,0.03919479805498055,0.722081378649288,0.6918405431767707
2023-02-24,-0.019993755456102102,-0.019993755456102102,0.7076442601451691,0.6780080525418776
2023-02-27,0.006008210298205807,0.006008210298205807,0.7118959356764395,0.6820816675054261
2023-02-28,-0.003380069861462609,-0.003380069861462609,0.7094896776797619,0.6797761838180348
2023-03-01,-0.0177622027810716,-0.0177622027810716,0.6968875781537369,0.667701861395316
2023-03-02,0.012621839508679011,0.012621839508679011,0.7056835813207853,0.6761294871294938
2023-03-03,0.026627137660871714,0.026627137660871714,0.7244739151856309,0.6941328800598655
2023-03-06,-0.0003634956995824945,-0.0003634956995824945,0.7242105720330012,0.6938805657430249
2023-03-07,-0.009586027109522555,-0.009586027109522555,0.7172682698564901,0.6872290078290415
2023-03-08,0.012226829930696348,0.012226829930696348,0.7260381870067101,0.6956316400312083
2023-03-09,-0.01723606265171812,-0.01723606265171812,0.7135241473279226,0.6836416895011129
2023-03-10,-0.016308975182876467,-0.016308975182876467,0.7018872997167684,0.6724921941530596
2023-03-13,0.01158347836751994,0.01058347836751994,0.7100175960694746,0.6796095007422046
2023-03-14,0.029637161247586898,0.029637161247586898,0.7310605020528097,0.6997511971010935
2023-03-15,0.009102862281274549,0.009102862281274549,0.7377152451222758,0.7061209358794617
2023-03-16,0.03780801421516481,0.03780801421516481,0.7656067935966027,0.7328179662608179
2023-03-17,0.004481447108899417,0.004481447108899417,0.7690378199483199,0.736102051217067
2023-03-20,-0.0011598913505407684,-0.0011598913505407684,0.7681458196327231,0.735248252814745
2023-03-21,0.009727325894321643,0.009727325894321643,0.7756178243546513,0.7424002521831046
2023-03-22,-0.0014260695170101867,-0.0014260695170101867,0.7745117394184894,0.7413415378140455
2023-03-23,0.018002396735873116,0.018002396735873116,0.7884548070280922,0.7546874622945563
2023-03-24,0.0012113680772356528,0.0012113680772356528,0.7894099160116691,0.7556016665946699
2023-03-27,-0.012162765336996707,-0.012162765336996707,0.7798085084485209,0.7464114608356353
2023-03-28,-0.00423410553834791,-0.00423410553834791,0.7765067169240482,0.7432510759354247
2023-03-29,0.020236381943637822,0.020236381943637822,0.7922204034295234,0.7582917885880737
2023-03-30,0.012432016423066017,0.012432016423066017,0.8020693004956472,0.7677188845572767
2023-03-31,0.014998365742310725,0.014998365742310725,0.8140990292151602,0.7792334131751455
2023-04-03,0.003586135834504992,0.003586135834504992,0.8170184989166644,0.7820278500415766
2023-04-04,-0.007244123891948728,-0.007244123891948728,0.8110999156884982,0.7763627434089211
2023-04-05,-0.014005041358918741,-0.014005041358918741,0.7997404278230652,0.7654897510779555
2023-04-06,0.01158190044208629,0.010581900442086291,0.8090029418376234,0.7735900874132999
2023-04-10,-0.0006065961978502787,-0.0006065961978502787,0.8085122037290551,0.7731208306075803
2023-04-11,-0.016787100621084433,-0.016787100621084433,0.7949396280116807,0.7601423734319145
2023-04-12,-0.011936014351835667,-0.011936014351835667,0.7854512172028904,0.7510693031531928
2023-04-13,0.025502262938226133,0.025502262938226133,0.8054820006691483,0.7702232700070358
2023-04-14,-0.0006644701300974887,-0.0006644701300974887,0.8049467819393725,0.7697114796506102
2023-04-17,0.005194888256654262,0.005194888256654262,0.8091283905241011,0.7737100447772591
2023-04-18,0.006590201033833176,0.006590201033833176,0.8144607092798368,0.7788089495142374
2023-04-19,0.009084640313442804,0.009084640313442804,0.8218597918730757,0.7858841486934645
2023-04-20,-0.012066417866373025,-0.012066417866373025,0.8119428881967649,0.7764013421607703
2023-04-21,0.0049732983114386675,0.0049732983114386675,0.8159809223916186,0.7802626176447373
2023-04-24,-0.005483915778415754,-0.005483915778415754,0.8115061517364289,0.7759837231645272
2023-04-25,-0.023965946063533916,-0.023965946063533916,0.7920576390736876,0.7573865391089859
2023-04-26,0.030779234886505802,0.030779234886505802,0.8164365671903878,0.780698317296099
2023-04-27,0.029135827193723984,0.029135827193723984,0.840224121926684,0.8034446085592691
2023-04-28,-0.001267503708350104,-0.001267503708350104,0.8391591347362968,0.8024262395384664
2023-05-01,0.0008833906582315643,0.0008833906582315643,0.8399004400766924,0.8031350953823945
2023-05-02,-0.003853232912963883,-0.003853232912963883,0.836664108057376,0.8000404287993106
2023-05-03,-0.006011000146151302,-0.006011000146151302,0.8316349199815636,0.795231385664871
2023-05-04,-0.0029628100051422024,-0.0029628100051422024,0.8291709437200165,0.7928752661590199
2023-05-05,0.030152113320104035,0.030152113320104035,0.8541721999768002,0.8167821310329544
2023-05-08,0.0027974576258940065,0.0027974576258940065,0.8565617105114519,0.8190670444341065
2023-05-09,-0.006937037351180009,-0.006937037351180009,0.8506197099320433,0.8133851457537464
2023-05-10,0.01804765445988754,0.01804765445988754,0.8659714005336666,0.8280648398071153
2023-05-11,0.0003704867264534284,0.0003704867264534284,0.8662922314430526,0.8283716268389065
2023-05-12,-0.008634246748590979,-0.008634246748590979,0.8588124505603858,0.8212192618132477
2023-05-15,0.007210934292211563,0.007210934292211563,0.8650052907107099,0.8271410199496815
2023-05-16,0.009033076595476808,0.009033076595476808,0.8728189497571923,0.8346126481381476
2023-05-17,0.016151519761217648,0.016151519761217648,0.8869163022721609,0.8480929108175131
2023-05-18,0.02517751047623612,0.02517751047623612,0.9092466467641629,0.8694457789644428
2023-05-19,-0.007271814686445027,-0.007271814686445027,0.9026347736446224,0.8631233303799015
2023-05-22,-0.0025100848494228056,-0.0025100848494228056,0.9003690837747348,0.8609568175851315
2023-05-23,-0.01235354006322259,-0.01235354006322259,0.8892463382266366,0.850320953046389
2023-05-24,0.0018943274426001522,0.0018943274426001522,0.890930861968371,0.8519317393627628
2023-05-25,0.06846440950970253,0.06846440950970253,0.9519279173470058,0.9102587428408081
2023-05-26,0.026339820343080078,0.026339820343080078,0.9770015276694882,0.9342347945929529
2023-05-30,0.012107772680531537,0.012107772680531537,0.9888308400750423,0.9455462971161274
2023-05-31,-0.01861021544503144,-0.01861021544503144,0.9704284851025544,0.9279494768135446
2023-06-01,0.024528583053754716,0.024528583053754716,0.9942317207971217,0.9507107626252538
2023-06-02,0.0035427093800843024,0.0035427093800843024,0.9977539948403672,0.9540788545617535
2023-06-05,-0.0003692742421249062,-0.0003692742421249062,0.9973855499900954,0.9537265378158079
2023-06-06,-0.002882772485075319,-0.002882772485075319,0.9945103143695723,0.9509771611943063
2023-06-07,-0.02787957873523081,-0.02787957873523081,0.9667837857571067,0.9244643185533833
2023-06-08,0.018452203752264196,0.018452203752264196,0.9846230771562823,0.9415227225210285
2023-06-09,0.0017537908845791372,0.0017537908845791372,0.9863499001337451,0.9431739564894099
2023-06-12,0.01873176299891416,0.01873176299891416,1.004825972697053,0.9608412675091177
2023-06-13,0.011114373131832944,0.011114373131832944,1.0159939834901652,0.9715204158766775
2023-06-14,0.014716297354661512,0.014716297354661512,1.0309456530617536,0.9858175992028431
2023-06-15,0.01013813880404188,0.01013813880404188,1.041397523191917,0.9958119548590287
2023-06-16,-0.008566510606392602,-0.008566510606392602,1.0324763802640224,0.9872813211857563
2023-06-20,0.004108927905058152,0.004108927905058152,1.0367187512742027,0.9913379889565191
2023-06-21,-0.010981718011298047,-0.010981718011298047,1.0253337982906843,0.9804513947079113
2023-06-22,0.01927890731536347,0.01927890731536347,1.04510111355524,0.9993534262737039
2023-06-23,-0.010195782380478524,-0.010195782380478524,1.0344454900358349,0.9891642362182316
2023-06-26,-0.01988548803598117,-0.01988548803598117,1.0138750366198526,0.9694942226332935
2023-06-27,0.01959310561866756,0.01959310561866756,1.0337399972964758,0.9884896253340356
